Application Ref,Decision,Score,Risk Level,Approved Amount,Approved Term,Monthly Repayment,Total Repayable,Monthly Income,Monthly Expenses,Monthly Disposable,Post-Loan Disposable,Months Observed,Overdraft Days per Month,Income Stability Score,Risk Flags,Decline Reasons,Affordability Score,Income Quality Score,Account Conduct Score,Risk Indicators Score
Record_912797,REFER,74.8,Low,0,0,0,0,8592.05,5989.39,2602.66,2486,13,10.62,73,Active HCSTC (90d): 14 lenders; Overdraft: 138 days; High DTI: 53.7%,,23,27.8,15.5,8.5
Record_912808,REFER,80.3,Low,0,0,0,0,3540.01,3014.85,525.17,408.5,13,12,87,Active HCSTC (90d): 6 lenders; Overdraft: 156 days,,30,31.8,13.5,5
Record_912838,REFER,56.8,High,0,0,0,0,5768.8,6541.06,-772.26,-888.92,13,7.31,86.8,Active HCSTC (90d): 6 lenders; Overdraft: 95 days; High DTI: 54.7%,,5,29.3,15.5,7
Record_912879,REFER,57.3,High,0,0,0,0,4185.6,5252.23,-1066.63,-1183.29,13,16.69,80.6,Active HCSTC (90d): 6 lenders; Overdraft: 217 days; High DTI: 51.8%,,5,31.8,15.5,5
Record_912997,REFER,76.7,Low,0,0,0,0,4519.88,3095.94,1423.94,1307.27,13,0.31,68.5,Active HCSTC (90d): 10 lenders,,28,22.2,19.5,7
Record_913162,APPROVE,87.3,Low,350,6,116.67,700,4871.21,3796.37,1074.84,958.17,13,11.08,80,Overdraft: 144 days,,30,31.8,15.5,10
Record_913167,DECLINE,0,Very High,0,0,0,0,25219.19,22709.99,2509.2,2392.53,13,11.23,3.8,,Behavioural gate: extremely low income stability score (3.8 < 25),,,,
Record_913178,REFER,74.7,Low,0,0,0,0,5713.25,3302.17,2411.08,2294.41,13,3.38,69.4,Active HCSTC (90d): 4 lenders; Overdraft: 44 days,,30,22.2,17.5,5
Record_913236,REFER,72.3,Low,0,0,0,0,9532.25,5068.68,4463.57,4346.9,13,7.69,82.7,Active HCSTC (90d): 5 lenders; Failed payments (45d): 1; Overdraft: 100 days,,30,31.8,5.5,5
Record_913316,APPROVE,61.7,Low,350,4,172.62,690.48,2050.21,439.7,1610.5,1437.88,13,18.62,35.9,Active HCSTC (90d): 1 lenders; Overdraft: 242 days,,30,9.2,15.5,7
Record_913411,APPROVE,71.2,Low,350,6,116.67,700,6860.1,2172.42,4687.68,4571.01,13,6.15,58.4,Active HCSTC (90d): 2 lenders; Overdraft: 80 days,,30,16.2,15.5,9.5
Record_913457,APPROVE,68.8,Low,350,6,116.67,700,3851.8,2680.51,1171.3,1054.63,13,12.08,55.4,Active HCSTC (90d): 3 lenders; Overdraft: 157 days,,30,17.8,15.5,5.5
Record_913485,REFER,76.7,Low,0,0,0,0,5428.42,4910.66,517.75,401.09,13,13.92,93.6,Gambling: 1.8% of income; Active HCSTC (90d): 6 lenders; Overdraft: 181 days,,28,30.2,15.5,3
Record_913553,APPROVE,80.3,Low,350,6,116.67,700,2733.67,1979.28,754.39,637.72,13,18.31,87.9,Overdraft: 238 days,,30,31.8,15.5,3
Record_913663,REFER,82.3,Low,0,0,0,0,6405.72,5444.99,960.73,844.06,13,2.92,87,Active HCSTC (90d): 7 lenders; Overdraft: 38 days,,30,31.8,17.5,3
Record_913705,REFER,67.2,Low,0,0,0,0,2389.34,2645.16,-255.82,-372.48,13,13.85,80.8,Active HCSTC (90d): 3 lenders; Overdraft: 180 days,,12,30.2,15.5,9.5
Record_913752,REFER,93.3,Low,0,0,0,0,2846.45,2152.24,694.21,577.54,13,0.31,88.4,,,30,31.8,19.5,12
Record_913856,REFER,77.8,Low,0,0,0,0,3080.27,2394.63,685.64,568.98,13,17.38,83.9,Active HCSTC (90d): 8 lenders; Overdraft: 226 days,,28,29.3,15.5,5
Record_914004,DECLINE,0,Very High,0,0,0,0,713.12,375.95,337.17,220.5,13,5.38,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_914020,REFER,55.5,High,0,0,0,0,409.44,492.06,-82.62,-199.29,2,9,50,Overdraft: 18 days,,12,14,19.5,10
Record_914031,APPROVE,80.7,Low,350,6,116.67,700,5430.4,3526.74,1903.66,1786.99,13,2.54,80,Active HCSTC (90d): 2 lenders; Overdraft: 33 days,,30,30.2,17.5,3
Record_914045,REFER,67.9,Low,0,0,0,0,12403.58,6080.5,6323.09,6206.42,13,19.31,67.1,Active HCSTC (90d): 10 lenders; Failed payments (45d): 1; Overdraft: 251 days,,30,25.4,5.5,7
Record_914077,REFER,76.8,Low,0,0,0,0,5386.6,1812.26,3574.34,3457.68,13,2.62,67.4,Overdraft: 34 days,,30,21.3,17.5,8
Record_914165,REFER,80.3,Low,0,0,0,0,6496.61,4904.2,1592.41,1475.75,13,0.15,76.7,Active HCSTC (90d): 7 lenders,,28,27.8,19.5,5
Record_914286,REFER,48.3,High,0,0,0,0,4411.73,5225.86,-814.13,-930.8,13,22.54,58.9,Active HCSTC (90d): 14 lenders; Overdraft: 293 days,,10,17.8,13.5,7
Record_914313,APPROVE,73.8,Low,350,5,140,700,3983.27,350.25,3633.02,3493.02,8,1.5,57.7,Active HCSTC (90d): 1 lenders; Overdraft: 12 days,,30,17.3,19.5,7
Record_914382,APPROVE,90.8,Low,350,6,116.67,700,3748.39,2938.3,810.09,693.42,13,0.62,88,,,30,29.3,19.5,12
Record_914446,APPROVE,78.3,Low,350,6,116.67,700,3938.62,3119.49,819.13,702.46,12,19.42,79.2,Gambling: 1.9% of income; Active HCSTC (90d): 3 lenders; Overdraft: 233 days,,30,27.8,15.5,5
Record_914614,APPROVE,75.8,Low,350,5,140,700,2150.71,393.43,1757.28,1617.28,2,0.5,50,Active HCSTC (90d): 1 lenders,,30,17.3,19.5,9
Record_914688,REFER,67.3,Low,0,0,0,0,3666.69,2503.3,1163.39,1046.72,13,21.77,84.5,Active HCSTC (90d): 14 lenders; Failed payments (45d): 2; Overdraft: 283 days; High DTI: 51.5%,,23,31.8,5.5,7
Record_914855,APPROVE,76.2,Low,350,5,140,700,2797.72,976.56,1821.16,1681.16,13,0.46,59.4,,,30,15.7,19.5,11
Record_914933,DECLINE,0,Very High,0,0,0,0,5667.81,3806.76,1861.05,1744.39,11,4,21.7,,Behavioural gate: extremely low income stability score (21.7 < 25),,,,
Record_915266,REFER,84.3,Low,0,0,0,0,3496.82,1792.29,1704.53,1587.86,13,2,82,Active HCSTC (90d): 5 lenders; Overdraft: 26 days,,30,31.8,19.5,3
Record_915285,REFER,76.3,Low,0,0,0,0,6656.5,6108.44,548.07,431.4,13,10.15,90.7,Active HCSTC (90d): 5 lenders; Failed payments (45d): 1; Overdraft: 132 days,,30,31.8,9.5,5
Record_915647,REFER,80.7,Low,0,0,0,0,5125.56,4719.3,406.26,289.59,13,19.54,86.6,Active HCSTC (90d): 2 lenders; Overdraft: 254 days,,28,27.7,15.5,9.5
Record_916071,DECLINE,0,Very High,0,0,0,0,20339.26,2881.7,17457.56,17340.89,13,16.08,2,,Behavioural gate: extremely low income stability score (2.0 < 25),,,,
Record_916115,REFER,74.4,Low,0,0,0,0,1077.28,209.84,867.44,750.77,2,2.5,50,,,30,14.9,19.5,10
Record_916179,REFER,74.4,Low,0,0,0,0,1847.66,1143.61,704.05,587.38,2,1,50,Active HCSTC (90d): 3 lenders,,28,19.4,19.5,7.5
Record_916428,DECLINE,0,Very High,0,0,0,0,2810.14,3304.65,-494.52,-611.18,13,0.31,13.6,,Behavioural gate: extremely low income stability score (13.6 < 25),,,,
Record_916592,APPROVE,82.3,Low,350,6,116.67,700,4091.73,2479.06,1612.67,1496,13,7.69,90.6,Active HCSTC (90d): 2 lenders; Overdraft: 100 days,,28,31.8,15.5,7
Record_916865,REFER,66.8,Low,0,0,0,0,2515.75,668.32,1847.44,1730.77,13,4.46,33.8,Overdraft: 58 days,,30,7.3,17.5,12
Record_916909,REFER,82.3,Low,0,0,0,0,4587.06,4117.61,469.45,352.78,13,15.23,86,Active HCSTC (90d): 11 lenders; Overdraft: 198 days,,30,31.8,15.5,5
Record_917110,REFER,67.5,Low,0,0,0,0,457,165.47,291.53,174.86,2,1.5,50,Active HCSTC (90d): 3 lenders,,28,12.5,19.5,7.5
Record_917370,REFER,54.2,High,0,0,0,0,4687.25,2997.29,1689.96,1573.29,13,18.31,38.4,Active HCSTC (90d): 3 lenders; Overdraft: 238 days,,28,7.7,15.5,3
Record_917461,APPROVE,82.7,Low,350,6,116.67,700,2240.8,1235.82,1004.99,888.32,13,1.62,75.8,Active HCSTC (90d): 1 lenders; Overdraft: 21 days,,30,26.2,19.5,7
Record_917506,REFER,88.3,Low,0,0,0,0,7711.7,3485.81,4225.89,4109.23,13,0.15,91.1,Active HCSTC (90d): 5 lenders,,30,31.8,19.5,7
Record_917693,REFER,84.3,Low,0,0,0,0,3538.07,2694.76,843.31,726.64,13,1.31,88.7,Active HCSTC (90d): 5 lenders; Overdraft: 17 days,,30,31.8,19.5,3
Record_917741,REFER,88.3,Low,0,0,0,0,4032.61,3168.65,863.96,747.29,13,0,81.2,Active HCSTC (90d): 4 lenders,,30,31.8,21.5,5
Record_917921,APPROVE,87.8,Low,350,6,116.67,700,4329.75,2955.09,1374.66,1257.99,13,0.92,95.3,Active HCSTC (90d): 2 lenders; Overdraft: 12 days,,30,29.3,19.5,9
Record_917980,REFER,76.3,Low,0,0,0,0,4795.54,4043.65,751.89,635.22,13,0.85,65.9,Active HCSTC (90d): 2 lenders; Overdraft: 11 days,,30,23.8,19.5,3
Record_918072,REFER,82.3,Low,0,0,0,0,5707.54,5183.25,524.29,407.63,13,7.23,91.1,Active HCSTC (90d): 30 lenders; Overdraft: 94 days,,30,31.8,15.5,5
Record_918337,REFER,61.8,Low,0,0,0,0,6606.88,7216.34,-609.46,-726.12,13,4.46,81.7,Active HCSTC (90d): 3 lenders; Overdraft: 58 days,,12,29.3,17.5,3
Record_918378,REFER,56.086,High,0,0,0,0,407.4,261.8,145.6,28.93,11,4.82,31.3,Overdraft: 53 days,,19.786,8.8,17.5,10
Record_918384,APPROVE,78.9,Low,350,5,140,700,3078.98,376.32,2702.66,2562.66,13,4.85,72.8,Active HCSTC (90d): 1 lenders; Overdraft: 63 days,,30,26.4,15.5,7
Record_918408,REFER,55.3,High,0,0,0,0,2580.71,2730.58,-149.87,-266.53,13,18.92,79.4,Active HCSTC (90d): 8 lenders; Overdraft: 246 days; High DTI: 58.2%,,5,27.8,15.5,7
Record_918479,REFER,80.3,Low,0,0,0,0,7668.07,5659.53,2008.54,1891.87,13,13.08,90.7,Active HCSTC (90d): 11 lenders; Overdraft: 170 days,,30,31.8,15.5,3
Record_918572,REFER,74.3,Low,0,0,0,0,6034.38,3184.6,2849.78,2733.11,13,24.15,69.5,Gambling: 1.1% of income; Active HCSTC (90d): 5 lenders; Overdraft: 314 days,,30,23.8,15.5,5
Record_918589,REFER,44.3,High,0,0,0,0,2729.36,3099.58,-370.22,-486.89,13,16.08,58.5,Active HCSTC (90d): 3 lenders; Overdraft: 209 days; High DTI: 46.3%,,8,17.8,15.5,3
Record_918855,REFER,46.7,High,0,0,0,0,11073.18,11800.99,-727.81,-844.47,13,21.15,90.7,Active HCSTC (90d): 8 lenders; Failed payments (45d): 2; Overdraft: 275 days; High DTI: 45.9%,,8,30.2,5.5,3
Record_919000,REFER,84.3,Low,0,0,0,0,7145.24,3159.61,3985.63,3868.96,13,0.85,73.8,Active HCSTC (90d): 4 lenders; Overdraft: 11 days,,30,27.8,19.5,7
Record_919010,APPROVE,93.3,Low,350,5,140,700,7668,231.26,7436.74,7296.74,13,0,82.2,,,30,29.8,21.5,12
Record_919112,REFER,57.2,High,0,0,0,0,2554.35,3183.08,-628.72,-745.39,13,2.38,73.1,Active HCSTC (90d): 8 lenders; Overdraft: 31 days; High DTI: 50.9%,,5,26.2,17.5,8.5
Record_919152,APPROVE,83.8,Low,350,6,116.67,700,5996.71,4056.57,1940.14,1823.47,13,16.15,91.3,Overdraft: 210 days,,30,29.3,15.5,9
Record_919233,REFER,54.3,High,0,0,0,0,5922.76,6556.93,-634.16,-750.83,13,10.69,71.6,Active HCSTC (90d): 7 lenders; Overdraft: 139 days; High DTI: 46.9%,,8,27.8,15.5,3
Record_919249,REFER,60.7,Low,0,0,0,0,7547.97,6124.49,1423.48,1306.81,13,18,48.8,Gambling: 0.4% of income; Active HCSTC (90d): 4 lenders; Overdraft: 234 days,,30,10.2,15.5,5
Record_919559,REFER,56.7,High,0,0,0,0,2681.84,3068.18,-386.34,-503.01,13,3,90.7,Active HCSTC (90d): 1 lenders; Overdraft: 39 days; High DTI: 66.6%,,2,30.2,17.5,7
Record_919634,APPROVE,80.7,Low,350,6,116.67,700,2680.33,2090.81,589.51,472.84,12,8.67,87.5,Active HCSTC (90d): 3 lenders; Overdraft: 104 days,,30,30.2,15.5,5
Record_919715,DECLINE,0,Very High,0,0,0,0,301.73,255.66,46.07,-70.6,9,4.22,7.9,,Behavioural gate: extremely low income stability score (7.9 < 25),,,,
Record_919765,APPROVE,86.3,Low,350,6,116.67,700,4295.56,1057.38,3238.18,3121.51,13,3.69,83.6,Overdraft: 48 days,,30,31.8,17.5,7
Record_919837,REFER,71.2,Low,0,0,0,0,1743.97,1659.97,84,-32.67,13,1.85,87.7,Overdraft: 24 days,,14,25.7,19.5,12
Record_919889,APPROVE,74.4,Low,350,5,140,700,2386.7,662.72,1723.98,1583.98,2,7.5,50,Active HCSTC (90d): 3 lenders; Overdraft: 15 days,,30,17.4,19.5,7.5
Record_919913,REFER,52.3,High,0,0,0,0,9367.73,10154.21,-786.48,-903.15,13,21.69,87,Active HCSTC (90d): 7 lenders; Failed payments (45d): 1; Overdraft: 282 days,,12,31.8,5.5,3
Record_920190,APPROVE,80.3,Low,350,6,116.67,700,3013.46,2233.39,780.07,663.4,13,18.77,81.8,Active HCSTC (90d): 2 lenders; Overdraft: 244 days,,30,31.8,15.5,3
Record_920242,DECLINE,0,Very High,0,0,0,0,37104.02,8867.01,28237.01,28120.34,13,8.38,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_920255,REFER,47.3,High,0,0,0,0,4333.14,5122.69,-789.55,-906.22,13,20.08,93.1,Active HCSTC (90d): 9 lenders; Failed payments (45d): 1; Overdraft: 261 days; High DTI: 52.0%,,5,31.8,5.5,5
Record_920364,DECLINE,39.5,Very High,0,0,0,0,0,36.29,-36.29,-152.96,1,1,50,Active HCSTC (90d): 3 lenders; High DTI: 100.0%,,0,12.5,19.5,7.5
Record_920373,APPROVE,82.2,Low,350,5,140,700,4856.21,736.13,4120.09,3980.09,13,2.23,75,Active HCSTC (90d): 1 lenders; Overdraft: 29 days,,30,25.7,19.5,7
Record_920472,REFER,78.3,Low,0,0,0,0,2135.55,1596.68,538.87,422.2,13,1,66.2,Active HCSTC (90d): 4 lenders; Overdraft: 13 days,,28,23.8,19.5,7
Record_920509,REFER,83.8,Low,0,0,0,0,4599.53,1343.66,3255.87,3139.2,12,1.42,95,Active HCSTC (90d): 2 lenders; Overdraft: 17 days,,30,29.3,19.5,5
Record_920512,APPROVE,89.2,Low,350,6,116.67,700,3361.15,2065.75,1295.4,1178.73,13,2.31,80.8,Active HCSTC (90d): 2 lenders; Overdraft: 30 days,,30,30.2,19.5,9.5
Record_920638,REFER,86.3,Low,0,0,0,0,5130.98,3298.6,1832.39,1715.72,13,0.15,95.6,Active HCSTC (90d): 1 lenders,,30,29.3,19.5,7.5
Record_920930,DECLINE,0,Very High,0,0,0,0,3344.71,1711.93,1632.78,1516.12,3,1,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_920956,REFER,47,High,0,0,0,0,7,5.41,1.59,-115.08,2,10,50,Active HCSTC (90d): 4 lenders; Overdraft: 20 days,,10,12.5,19.5,5
Record_921003,REFER,76.7,Low,0,0,0,0,3668.74,1704.25,1964.49,1847.82,13,0,68.6,Active HCSTC (90d): 7 lenders,,30,22.2,21.5,3
Record_921118,REFER,84.3,Low,0,0,0,0,4764,3500.22,1263.78,1147.11,13,18.85,80.3,Active HCSTC (90d): 4 lenders; Overdraft: 245 days,,30,31.8,15.5,7
Record_921147,REFER,54.3,High,0,0,0,0,3998.14,3972.85,25.29,-91.38,13,18.69,57.3,Active HCSTC (90d): 2 lenders; Overdraft: 243 days,,12,17.8,15.5,9
Record_921200,APPROVE,93.5,Low,350,5,140,700,2212.85,905.69,1307.16,1167.16,13,1.15,90.4,Overdraft: 15 days,,30,32,19.5,12
Record_921239,REFER,73.5,Low,0,0,0,0,904.22,616.01,288.21,171.54,2,0,50,Active HCSTC (90d): 1 lenders,,28,15,21.5,9
Record_921407,APPROVE,76.3,Low,350,6,116.67,700,10625.27,6281.38,4343.89,4227.22,13,4.15,61.5,Active HCSTC (90d): 1 lenders; Overdraft: 54 days,,30,23.8,11.5,11
Record_921654,APPROVE,85.8,Low,350,5,140,700,6825.04,3141.67,3683.37,3543.37,13,0.38,86.5,,,30,27.3,19.5,9
Record_921678,DECLINE,0,Very High,0,0,0,0,38573.68,8208.53,30365.15,30248.48,13,3,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_921720,APPROVE,83.9,Low,350,6,116.67,700,2434.58,1715.94,718.64,601.97,13,4.31,61.4,Overdraft: 56 days,,30,24.4,17.5,12
Record_921728,REFER,44.3,High,0,0,0,0,4230.55,4444.48,-213.93,-330.6,13,14.54,66.2,Active HCSTC (90d): 14 lenders; Overdraft: 189 days; High DTI: 73.4%,,0,23.8,15.5,5
Record_921900,REFER,64.3,Low,0,0,0,0,13683.56,6740.05,6943.51,6826.85,13,24.77,62.4,Active HCSTC (90d): 4 lenders; Failed payments (45d): 1; Overdraft: 322 days,,30,23.8,5.5,5
Record_921917,REFER,88.3,Low,0,0,0,0,11746.2,1758.79,9987.41,9870.74,13,0,93.5,Active HCSTC (90d): 9 lenders,,30,31.8,21.5,5
Record_922102,DECLINE,0,Very High,0,0,0,0,1949.1,658.61,1290.49,1173.82,10,2.8,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_922112,REFER,87.3,Low,0,0,0,0,7186.77,3258.03,3928.74,3812.07,5,9,74,Overdraft: 45 days,,30,27.8,17.5,12
Record_922136,REFER,74.3,Low,0,0,0,0,6145.66,3820.7,2324.96,2208.3,13,19.38,56.5,Active HCSTC (90d): 1 lenders; Overdraft: 252 days,,30,17.8,15.5,11
Record_922229,REFER,81.8,Low,0,0,0,0,2232.59,304.24,1928.35,1811.69,13,11.31,89.8,Active HCSTC (90d): 9 lenders; Overdraft: 147 days,,30,29.3,15.5,7
Record_922245,APPROVE,92.5,Low,350,6,116.67,700,2501.32,1304.74,1196.57,1079.9,13,2.69,83.3,Overdraft: 35 days,,30,35,17.5,10
Record_922278,REFER,84.3,Low,0,0,0,0,3930.74,2866.75,1063.99,947.33,13,2.15,88,Active HCSTC (90d): 9 lenders; Overdraft: 28 days,,30,31.8,19.5,3
Record_922324,APPROVE,86.3,Low,350,6,116.67,700,6512.37,2711.72,3800.65,3683.98,12,4.58,81,Active HCSTC (90d): 1 lenders; Overdraft: 55 days,,30,31.8,17.5,7
Record_922339,REFER,60.3,Low,0,0,0,0,4608.28,875.24,3733.04,3616.37,13,2.69,38.8,Gambling: 0.1% of income; Active HCSTC (90d): 5 lenders; Overdraft: 35 days,,30,11.8,17.5,1
Record_922341,REFER,67,Low,0,0,0,0,3114.58,164.46,2950.12,2833.45,2,8,50,Active HCSTC (90d): 5 lenders; Overdraft: 16 days,,30,12.5,19.5,5
Record_922455,REFER,67.3,Low,0,0,0,0,2828.13,1973.98,854.15,737.48,13,16.62,64.7,Gambling: 4.1% of income; Active HCSTC (90d): 1 lenders; Overdraft: 216 days,,30,23.8,15.5,-2
Record_922639,REFER,75,Low,0,0,0,0,1982.04,412.68,1569.36,1452.69,2,0.5,50,Active HCSTC (90d): 2 lenders,,30,16.5,19.5,9
Record_922654,APPROVE,81.8,Low,350,5,140,700,3670.06,703.12,2966.94,2826.94,13,16.77,89.2,Active HCSTC (90d): 1 lenders; Overdraft: 218 days,,30,31.3,15.5,5
Record_922909,REFER,64.3,Low,0,0,0,0,3391.51,3403.02,-11.51,-128.18,10,13.5,85.6,Active HCSTC (90d): 6 lenders; Overdraft: 135 days,,10,31.8,15.5,7
Record_922967,REFER,57.5,High,0,0,0,0,507,2520.86,-2013.86,-2130.52,2,0,50,Active HCSTC (90d): 9 lenders,,12,19,21.5,5
Record_923452,APPROVE,88.3,Low,350,5,140,700,3434.06,171.15,3262.91,3122.91,13,0.23,76.9,,,30,26.8,19.5,12
Record_923486,REFER,77.8,Low,0,0,0,0,7421.82,705.19,6716.63,6599.97,13,1.62,85.1,Gambling: 2.5% of income; Active HCSTC (90d): 4 lenders; Overdraft: 21 days,,30,28.3,19.5,0
Record_923541,REFER,76.3,Low,0,0,0,0,4714.01,2824.03,1889.98,1773.32,13,4.23,78.6,Gambling: 0.1% of income; Active HCSTC (90d): 6 lenders; Overdraft: 55 days,,30,27.8,17.5,1
Record_923545,REFER,53.3,High,0,0,0,0,5189.06,4494.93,694.13,577.47,13,16.85,58.3,Active HCSTC (90d): 7 lenders; Failed payments (45d): 2; Overdraft: 219 days; High DTI: 57.7%,,23,17.8,5.5,7
Record_923624,REFER,69.8,Low,0,0,0,0,2315.57,2299.5,16.07,-100.59,13,0.31,85.5,Active HCSTC (90d): 1 lenders,,12,31.3,19.5,7
Record_923716,APPROVE,82.7,Low,350,6,116.67,700,1878.57,1590.45,288.12,171.45,13,3.46,88.9,Active HCSTC (90d): 1 lenders; Overdraft: 45 days,,26,30.2,17.5,9
Record_923949,REFER,58.3,High,0,0,0,0,5285.21,5345.22,-60.01,-176.68,13,19.46,83.4,Gambling: 0.2% of income; Active HCSTC (90d): 7 lenders; Overdraft: 253 days; High DTI: 47.5%,,8,31.8,15.5,3
Record_924019,REFER,81.3,Low,0,0,0,0,4544.56,1897.22,2647.34,2530.67,13,2.85,90.3,Active HCSTC (90d): 5 lenders; Overdraft: 37 days,,30,28.8,17.5,5
Record_924023,REFER,45.2,High,0,0,0,0,3422.29,4848.45,-1426.16,-1542.83,13,3.23,44.3,Failed payments (45d): 1; Overdraft: 42 days,,12,5.7,15.5,12
Record_924032,REFER,72.3,Low,0,0,0,0,1885.68,338.96,1546.72,1430.05,13,14.31,85.1,Active HCSTC (90d): 8 lenders; Failed payments (45d): 1; Overdraft: 186 days,,30,31.8,5.5,5
Record_924202,APPROVE,80.4,Low,350,5,140,700,3210.08,2227.84,982.24,842.24,13,3.31,75.1,Gambling: 0.9% of income; Active HCSTC (90d): 2 lenders; Overdraft: 43 days,,30,25.9,17.5,7
Record_924353,REFER,74.5,Low,0,0,0,0,650.33,0,650.33,533.66,2,6.5,50,Overdraft: 13 days,,30,15,19.5,10
Record_924388,REFER,52.7,High,0,0,0,0,11502.69,11409.34,93.35,-23.32,13,15.77,58.8,Active HCSTC (90d): 14 lenders; Overdraft: 205 days,,14,16.2,15.5,7
Record_924417,REFER,70.2,Low,0,0,0,0,3544.77,2691.58,853.2,736.53,13,13.85,66.6,Active HCSTC (90d): 16 lenders; Overdraft: 180 days,,28,19.7,15.5,7
Record_924815,REFER,73.2,Low,0,0,0,0,5959.61,1889.33,4070.28,3953.61,13,2.46,88.5,Active HCSTC (90d): 2 lenders; Failed payments (45d): 2; Overdraft: 32 days,,30,30.2,7.5,5.5
Record_924849,APPROVE,75.3,Low,350,5,140,700,2055.85,510.24,1545.61,1405.61,2,0.5,50,,,30,15.8,19.5,10
Record_924860,DECLINE,0,Very High,0,0,0,0,6099.65,2774.21,3325.45,3208.78,11,2.82,23.9,,Behavioural gate: extremely low income stability score (23.9 < 25),,,,
Record_924904,APPROVE,90.3,Low,350,5,140,700,2568.38,737.34,1831.04,1691.04,13,0.54,90.4,,,30,30.8,19.5,10
Record_925013,APPROVE,81.3,Low,350,5,140,700,2295.39,1479.23,816.15,676.15,13,19.54,92.3,Failed payments (45d): 1; Overdraft: 254 days,,30,29.8,11.5,10
Record_925021,DECLINE,0,Very High,0,0,0,0,6440.64,2590.23,3850.42,3733.75,13,3.85,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_925027,APPROVE,85.4,Low,350,5,140,700,2838.72,695.04,2143.68,2003.68,13,13.15,80.9,Overdraft: 171 days,,30,32.9,15.5,7
Record_925029,REFER,55.8,High,0,0,0,0,5007.74,4957.08,50.66,-66.01,13,3.23,62.4,Active HCSTC (90d): 1 lenders; Overdraft: 42 days,,14,21.3,17.5,3
Record_925249,REFER,82.3,Low,0,0,0,0,4944.59,2761.22,2183.37,2066.71,13,15.46,96.3,Active HCSTC (90d): 7 lenders; Overdraft: 201 days,,30,31.8,15.5,5
Record_925348,REFER,93.3,Low,0,0,0,0,6470.39,4733.22,1737.17,1620.5,13,0,97,,,30,31.8,21.5,10
Record_925603,REFER,84.3,Low,0,0,0,0,8018.15,2286.18,5731.97,5615.31,13,4.15,91.5,Active HCSTC (90d): 4 lenders; Overdraft: 54 days,,30,31.8,17.5,5
Record_925652,REFER,84.2,Low,0,0,0,0,3460.08,3143.77,316.31,199.64,13,1.15,84.6,Active HCSTC (90d): 1 lenders; Overdraft: 15 days,,30,30.2,19.5,4.5
Record_925844,REFER,60.3,Low,0,0,0,0,6224.36,4626.62,1597.73,1481.07,12,16.33,48.8,Active HCSTC (90d): 1 lenders; Overdraft: 196 days,,30,11.8,15.5,3
Record_925882,APPROVE,90.7,Low,350,6,116.67,700,3319.24,2799.52,519.72,403.05,13,0.38,92.2,Active HCSTC (90d): 1 lenders,,30,30.2,19.5,11
Record_925906,REFER,78.7,Low,0,0,0,0,4592.14,753.19,3838.95,3722.28,13,10.31,87.6,Active HCSTC (90d): 3 lenders; Overdraft: 134 days,,30,30.2,15.5,3
Record_925929,REFER,51.5,High,0,0,0,0,38,66.97,-28.97,-145.64,2,2.5,50,Active HCSTC (90d): 3 lenders,,12,12.5,19.5,7.5
Record_926043,REFER,82.3,Low,0,0,0,0,8637.09,5901.89,2735.2,2618.53,13,16.62,80.8,Active HCSTC (90d): 4 lenders; Overdraft: 216 days,,30,31.8,15.5,5
Record_926078,REFER,68.3,Low,0,0,0,0,10245.95,6529.67,3716.28,3599.61,5,1,34.2,Active HCSTC (90d): 1 lenders,,30,11.8,19.5,7
Record_926168,DECLINE,0,Very High,0,0,0,0,8996.72,6865.6,2131.12,2014.46,13,19.38,0,,Behavioural gate: extremely low income stability score (0.0 < 25),,,,
Record_926193,REFER,64.3,Low,0,0,0,0,2942.32,1576.57,1365.76,1249.09,13,12.15,74.8,Active HCSTC (90d): 11 lenders; Failed payments (45d): 2; Overdraft: 158 days,,28,27.8,5.5,3
Record_926200,REFER,73.3,Low,0,0,0,0,3382.69,625.67,2757.02,2640.35,13,11.69,87.5,Failed payments (45d): 2; Overdraft: 152 days,,30,29.8,5.5,8
Record_926430,REFER,77.8,Low,0,0,0,0,6565.61,4487.28,2078.34,1961.67,12,19.58,73.6,Active HCSTC (90d): 13 lenders; Overdraft: 235 days,,30,25.3,15.5,7
Record_926460,APPROVE,86.2,Low,350,5,140,700,4983.69,3115.37,1868.32,1728.32,6,5.17,80.4,Active HCSTC (90d): 2 lenders; Overdraft: 31 days,,30,29.7,17.5,9
Record_926529,REFER,62.7,Low,0,0,0,0,4328.8,2527.5,1801.31,1684.64,12,16.58,49.1,Active HCSTC (90d): 4 lenders; Overdraft: 199 days,,30,10.2,15.5,7
Record_926531,REFER,80.3,Low,0,0,0,0,3076.29,2049.11,1027.19,910.52,12,20.08,90.5,Active HCSTC (90d): 3 lenders; Overdraft: 241 days,,30,31.8,15.5,3
Record_926835,REFER,42,High,0,0,0,0,0,0,0,-116.67,1,16,50,Overdraft: 16 days; High DTI: 100.0%,,0,12.5,19.5,10
